Dimension,Category,Model,N,N_households,mean_kwh,mean_bias,median_bias,MAE,RMSE,R2,sMAPE,MedAE,P10_bias,P90_bias
Intervention Status,Treatment (post-visit),ANN,4638,60,42.00073738680465,3.340857790282339,1.6951889474277273,9.91568802476409,13.697089127952893,0.5475821149437046,24.725215546262074,7.166447785546136,-10.902655676215398,20.549841488899308
Intervention Status,Treatment (post-visit),ElasticNet,4638,60,42.00073738680465,10.25797102467464,7.939896846958762,13.627469984443442,19.15163562189361,0.11550589607554584,34.08553704012965,9.895941669073986,-7.039389470921237,29.560434450823625
Intervention Status,Treatment (pre-visit),RF,837,22,46.6589366786141,-1.06284069204552,-0.7502074078988628,6.5268063615769325,8.794814880240287,0.8924322020899211,17.559803540735064,4.9340294210748326,-11.474271091091849,9.243932574314595
Intervention Status,Treatment (pre-visit),XGBoost,837,22,46.6589366786141,-2.8835761489777014,-3.017843627929693,7.194565813436018,9.355163486837629,0.8782884941120137,19.11728935358322,5.681995391845703,-14.152032257080077,7.680109008789064
Intervention Status,Treatment (pre-visit),LightGBM,837,22,46.6589366786141,-2.388530749403154,-2.033211275112251,7.067212519037409,9.294849511278837,0.8798528154432003,18.603441286016984,5.6015394316823155,-14.001868574227476,7.95307965759064
Intervention Status,Treatment (pre-visit),DT,837,22,46.6589366786141,0.08946928953615425,0.021363636363634697,8.621638237659289,11.612416177176748,0.8124685735243653,22.914187842133714,6.724245439469282,-13.262778366914105,14.636332421143594
Intervention Status,Treatment (pre-visit),ANN,837,22,46.6589366786141,0.12140305601700369,-0.5556861591523727,10.375287847623406,13.720443686935353,0.7382026873286556,25.245435816498933,8.079294702162066,-15.289849836632344,17.298371671007427
Intervention Status,Treatment (pre-visit),ElasticNet,837,22,46.6589366786141,11.178628008636466,8.83209073817552,15.982247444144415,21.64175846962316,0.34865067924679194,38.81092056749722,12.04662055334746,-9.776413171749821,35.71851839210285
EV Ownership,With EV,RF,17369,193,43.72575277793771,1.66337827371004,-0.9653238391053449,9.96587937937878,14.739346329270848,0.6732668529395347,25.268229137456476,6.601941672882671,-12.227308252501883,19.677638194805237
EV Ownership,With EV,XGBoost,17369,193,43.72575277793771,0.4024572980891883,-1.763295898437498,9.96452676554776,14.34577427653818,0.6904828377046862,25.34491021936191,6.974089889526368,-13.79130236816406,17.821402877807667
EV Ownership,With EV,LightGBM,17369,193,43.72575277793771,0.3964502472064182,-1.661292979711554,9.963306905820255,14.551720795559401,0.6815322530835535,25.12315202151853,6.745927318103604,-13.66094218890657,17.66409899353445
EV Ownership,With EV,DT,17369,193,43.72575277793771,1.8562753019542697,-0.046666666666666856,12.282088325993923,18.32098095808916,0.4951827398420382,30.613083680815922,8.19481012658229,-15.470516519546035,22.793187584345482
EV Ownership,With EV,ANN,17369,193,43.72575277793771,4.629505056505238,1.8498339825897077,12.473879813057735,17.7933468428154,0.5238409558928736,32.16415767934466,8.691120475856813,-13.206313502289047,26.064560086567564
EV Ownership,With EV,ElasticNet,17369,193,43.72575277793771,9.550498316801251,5.818966511197402,17.867774327577997,25.38175615012669,0.031097484253804764,43.743510059150395,12.348397545071002,-14.259076376345257,38.357541426702305
EV Ownership,Without EV,RF,56999,633,37.68552746539413,-0.17468297735665841,-1.045074807359299,6.7100373384256,10.37008075539811,0.7490755780961891,20.051424197079868,4.361110779942276,-9.979361823809471,10.113396800202132
EV Ownership,Without EV,XGBoost,56999,633,37.68552746539413,-1.2571492816546637,-1.9067314147949226,7.162248636710282,10.604347144490657,0.7376104539210901,21.471638001227298,4.939915313720704,-11.704844207763673,9.321768890380865
EV Ownership,Without EV,LightGBM,56999,633,37.68552746539413,-1.0615767093956519,-1.7050481566515945,7.155281292331657,10.613376067058246,0.7371634479096688,21.48520493125622,4.919520579336833,-11.48712440279239,9.47758488975935
EV Ownership,Without EV,DT,56999,633,37.68552746539413,0.07530642823705716,-0.6007563025210203,8.645456150089952,13.027185295352428,0.6040139957904764,25.149152789962454,5.714814814814817,-12.920212033377256,13.479122610722543
EV Ownership,Without EV,ANN,56999,633,37.68552746539413,2.848850929534761,1.2214898731307091,10.31554181295341,14.817412504617666,0.48770112949397104,30.020038697371977,7.169165084421657,-12.439035192705973,19.94940678327575
EV Ownership,Without EV,ElasticNet,56999,633,37.68552746539413,4.41480335522126,2.3021954346349958,13.104760334767045,18.619950708433787,0.191023866151253,36.86770666503653,9.4892762654828,-14.821398238427127,25.476794698741
Test Month,Dec,RF,25595,826,41.47742058995898,0.9533369728485288,-0.479963831227856,7.562697469940751,11.681556607463309,0.7146727519445134,19.79082659822595,4.822967725353209,-10.001039964167362,13.210768355721976
Test Month,Dec,XGBoost,25595,826,41.47742058995898,-0.2672095154260933,-1.372703704833981,7.8669695758663085,11.744595239401667,0.7115849492236939,20.740791054474556,5.283647003173826,-11.739344818115233,11.847893562316937
Test Month,Dec,LightGBM,25595,826,41.47742058995898,-0.2612331365626019,-1.3461829731695758,7.936229757676793,11.864216525417964,0.7056798879477497,20.992453430603053,5.3759766510337315,-11.656541353294712,12.026629189748949
Test Month,Dec,DT,25595,826,41.47742058995898,1.1829739616023633,0.11267784322607355,9.765852448245838,15.182566681265941,0.5180164607917176,25.231781788940005,6.27795454545457,-12.906801739535592,16.598580000000023
Test Month,Dec,ANN,25595,826,41.47742058995898,3.216738489386914,1.2728280751957222,11.147798230880241,15.87891673333539,0.4727901027025707,29.23511179478217,7.78441623555905,-13.064722247482727,22.18868875315885
Test Month,Dec,ElasticNet,25595,826,41.47742058995898,5.6386232373534435,3.2523978516758163,14.669942047225772,20.900513994366392,0.08661106707730304,37.1349571866675,10.468655957099571,-15.77897222053028,29.06591271535147
Test Month,Feb,RF,23175,826,30.810813376483278,-1.3373917130433877,-1.7864086501732714,6.653381118522239,9.830439186475493,0.6709773526265195,24.007857136754474,4.446071668649637,-11.243633932126048,8.374112140692638
Test Month,Feb,XGBoost,23175,826,30.810813376483278,-2.2974402838229104,-2.6214299011230437,7.040199226394671,9.968089757017422,0.661698572378653,25.345843067098954,5.0162822723388665,-12.67475717163086,7.711146820068369
Test Month,Feb,LightGBM,23175,826,30.810813376483278,-2.024546713475447,-2.324633490862496,6.988283751573577,9.979304858020358,0.6609368980487268,25.120874231780903,4.901716736415921,-12.266688882454398,8.025760713858967
Test Month,Feb,DT,23175,826,30.810813376483278,-1.2201708071782733,-1.5807563025210207,8.185873704033993,11.906739355208797,0.5173129533603285,28.708940122839227,5.560100000000016,-13.700754949666097,11.169879184524522
Test Month,Feb,ANN,23175,826,30.810813376483278,1.673485154452026,0.5574482369459943,8.7839521000575,12.428724476990563,0.47406379071976956,31.62354814024812,6.274908554282032,-11.883073255067199,15.85645853204295
Test Month,Feb,ElasticNet,23175,826,30.810813376483278,2.692905123807027,0.6807751135083393,11.316131893993848,15.888803226491175,0.1404674578213938,38.88086812826009,8.516991368117182,-13.7783697145687,20.986160180903994
Test Month,Jan,RF,25598,826,44.216532541604806,0.9972597601156311,-0.7322608234126902,8.117955622644912,12.764492976979382,0.7220942675454026,20.27368402296635,5.062293333333336,-10.481239519336212,14.128631429437165
Test Month,Jan,XGBoost,25598,826,44.216532541604806,-0.1790594956479517,-1.5981355667114272,8.469535591399865,12.734296399468043,0.7234075787578593,21.32832645696762,5.663890724182128,-12.225469749450685,13.343141365051268
Test Month,Jan,LightGBM,25598,826,44.216532541604806,-0.0006928002188141091,-1.3789284431664726,8.430943020483982,12.790649617172313,0.7209541473601437,21.159748455936906,5.538038318707036,-11.999983652889755,13.34472871038266
Test Month,Jan,DT,25598,826,44.216532541604806,1.3490615177698149,0.015659973226245683,10.408833921764417,15.710096383038454,0.5790329861016152,25.553684715404902,6.808473684210525,-13.77695344827586,18.253232720355108
Test Month,Jan,ANN,25598,826,44.216532541604806,4.753343517802466,2.4338787081035775,12.334494907075511,17.656356190515314,0.46826832629456694,30.8096340864892,8.565744468285533,-12.949726129293309,25.37182515512679
Test Month,Jan,ElasticNet,25598,826,44.216532541604806,8.234758328951024,5.410924787866902,16.390932232011792,23.319414704760526,0.07247492464554772,39.44036376265702,11.648925819807626,-14.784515047595571,33.97586675535299
Overall,All,RF,74368,826,39.096250806798615,0.2546049673208572,-1.0347559746745052,7.470454727750524,11.539575809964575,0.7284069846627481,21.268741909503223,4.790484685019241,-10.565465076756583,12.012196885701535
Overall,All,XGBoost,74368,826,39.096250806798615,-0.8695402739689527,-1.8825389480590822,7.8167340177851825,11.586815587623889,0.7261787823331717,22.375448461856127,5.316699142456054,-12.198320220947263,11.088010528564457
Overall,All,LightGBM,74368,826,39.096250806798615,-0.7210475811520343,-1.6983306171566799,7.811109025774581,11.652943371634384,0.7230443817728817,22.334103343301432,5.281345225275418,-11.964878031152852,11.166926722977907
Overall,All,DT,74368,826,39.096250806798615,0.49126017672557726,-0.5020991847826037,9.494808885988135,14.438356969173016,0.5748184042955402,26.42413621926677,6.21016776106171,-13.439373341162673,15.536054158607351
Overall,All,ANN,74368,826,39.096250806798615,3.264731167424044,1.3511815551275,10.81963191519916,15.563470479912988,0.5059717315364117,30.520359112670096,7.497611636189882,-12.62778641288417,21.328043469750114
Overall,All,ElasticNet,74368,826,39.096250806798615,5.6142693323577015,2.951449949004285,14.217184899648894,20.400792623068934,0.15114601857178522,38.47214412330024,10.041147485361785,-14.719755118834891,28.64919249887455
